SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
537524,VIAANINDUS  ,X ,Q,42,43,39.5,39.95,40.5,41,612,309144,12706226,
537536,DENIS CHEM  ,X ,Q,102,102,95.7,97.8,97.8,97.95,15,551,53491,
537582,UNISHIRE    ,M ,Q,9.35,9.36,9.34,9.34,9.34,9.29,18,240000,2242100,
537708,KOTAKNIFTY  ,B ,Q,108,108.05,107.75,107.75,107.75,107.2,6,222,23971,
537750,KIRAN VYPAR ,X ,Q,168.15,171.8,156,159.65,162,168.8,91,4976,810706,
537766,BCP LTD     ,B ,Q,161,165.7,156.5,162.15,159,158.95,360,189158,30120205,
537800,MANGALAM IND,X ,Q,1.37,1.46,1.37,1.37,1.37,1.43,5,2710,3721,
537820,VFL         ,T ,Q,7.6,7.6,7.25,7.6,7.6,7.24,114,140612,1061612,
537839,PHOENIX TN  ,X ,Q,16.2,16.2,14.8,16.07,16.14,15.56,5,4250,68490,
537840,RAUNAQEPC   ,X ,Q,146,146,137.2,140.6,140.5,146,7,157,22534,
537954,SKP         ,B ,Q,14.2,14.2,14.2,14.2,14.2,14.45,15,5384,76452,
537985,INFRONICS SY,XT,Q,7.36,7.36,7.36,7.36,7.36,7.74,1,100,736,
538019,OBI LTD     ,B ,Q,143.45,147.7,140.1,147.7,147.7,140.7,92,8204,1202765,
538057,CPSE ETF    ,B ,Q,30.1,30.31,29.8,29.88,29.8,30.06,142,49798,1499332,
538081,HARIA APL   ,X ,Q,4.3,4.3,4.3,4.3,4.3,4.1,6,1650,7095,
538092,JOONKTOLLEE ,X ,Q,168.5,184.5,168.4,168.4,168.4,177,4,160,28236,
538128,WOMENS NEXT ,M ,Q,70,74.45,70,70.05,70.05,72.25,3,6000,429000,
538212,SHARP INV   ,SS,Q,1,1,1,1,1,1,4,1100,1100,
538268,WONDERLA    ,B ,Q,381,383.55,380.65,382,381.5,379.95,29,1130,432346,
538319,GCM CAPI    ,M ,Q,2.57,3.13,2.57,3.13,3.13,2.85,4,6000,15980,
538365,ADHUNIKIND  ,B ,Q,66.9,67,66.9,66.9,66.9,70.4,20,2373,158755,
538422,JACKSON     ,XT,Q,3.24,3.24,3.24,3.24,3.24,3.3,4,282,913,
538423,ALPS MOTOR  ,SS,Q,17.8,17.8,17.8,17.8,17.8,17.8,15,594,10573,
538464,TPROJECT    ,XT,Q,31.5,32.05,31.3,32.05,32.05,31.8,67,134755,4313727,
538476,CTL         ,X ,Q,4.83,4.83,4.45,4.74,4.65,4.61,91,67113,309526,
538520,SBL         ,XT,Q,0.58,0.58,0.58,0.58,0.58,0.58,2,2500,1450,
538521,CROWNTOURS  ,XT,Q,15.05,15.05,15.05,15.05,15.05,15.8,2,2132,32086,
538547,OASIS       ,B ,Q,104.5,108.6,103.65,107.85,107.85,103.55,381,318980,34087218,
538557,SAIBABA     ,X ,Q,13.63,13.63,13.63,13.63,13.63,13.63,4,109,1485,
538562,SKIPPER     ,B ,Q,238.55,241.8,236.25,240.25,239.8,235.5,686,50788,12108946,
538564,JAMESWARREN ,X ,Q,131,132,131,132,132,131,8,427,56164,
538565,VISTARAMAR  ,X ,Q,22.15,22.15,22.15,22.15,22.15,22.15,1,500,11075,
538566,BESTSTEEL   ,X ,Q,153.4,153.9,146.5,147.9,147.9,151.2,216,67541,10127703,
538567,GULFOIL LUB ,B ,Q,1005.3,1005.3,990,990.1,990.1,1000.05,12,76,75297,
538570,ACHAL       ,XT,Q,2.05,2.05,2.05,2.05,2.05,2.05,1,100,205,
538595,GLOSTER     ,X ,Q,659,673,659,669.9,670,658.3,10,175,116669,
538598,VISHAL      ,B ,Q,708.95,711,633,666.55,666.55,703.15,284,19553,13292128,
538607,TOYAMIND    ,XT,Q,5.38,5.38,5.13,5.14,5.14,5.39,95,21478,111841,
538608, DWITIYA    ,XT,Q,152,156.5,148.9,150.4,148.9,151.35,54,95000,14336996,
538634,VRL         ,XT,Q,45.5,47.25,45.5,47.2,47.25,45,6,802,37699,
538635,SNOWMAN     ,B ,Q,52.3,53.5,52.05,52.15,52.15,52.25,552,102632,5404452,
538646,PARNAMI     ,XT,Q,14.4,15.9,14.4,15.9,15.9,15.15,7,5002,75031,
538653,EML         ,SS,Q,54.3,54.3,54.3,54.3,54.3,55.4,13,712,38661,
538666,SHARDACROP  ,A ,Q,417.8,418,400.3,406.9,406.9,414.9,208,4188,1712512,
538683,RELSENSEX   ,B ,Q,357.27,360.29,357.27,360.14,360.14,357.74,3,57,20381,
538685,SHEMAROO    ,B ,Q,530,533,517.9,520.85,517.9,525.45,81,567,297810,
538706,ULTRACAB    ,B ,Q,95.25,95.25,91,91.5,91,93.05,63,7248,678786,
538707,RCCL        ,X ,Q,43,46.95,43,45,45,46.9,14,878,38729,
538708,ETIL        ,X ,Q,10.14,10.14,10.14,10.14,10.14,10.14,4,1266,12837,
538713,ATISHAY     ,B ,Q,83.55,88.95,83.55,83.85,83.6,85.75,8,58,4882,
538714,SUCHITRA    ,X ,Q,62.15,62.15,62.15,62.15,62.15,65.3,1,9,559,
538715,DHABRIYA    ,T ,Q,138.95,138.95,130.5,130.65,137,134,24,1117,149293,
538730,PDSMFL      ,B ,Q,296,296,294,294,294,294.15,7,782,231258,
538731,POWERGYM    ,M ,Q,7.13,7.43,7.13,7.43,7.43,7.49,2,8000,58240,
538732,VGCL        ,B ,Q,65,68,60,65.05,67,68.25,22,4485,288154,
538733,STARLIT     ,B ,Q,20.25,22.9,20.25,22.5,22.5,21.75,30,7884,173926,
538765,JSHL        ,M ,Q,2.6,2.6,2.6,2.6,2.6,3.17,2,10000,26000,
538770,CRANE INFRA ,X ,Q,7.52,7.52,7.52,7.52,7.52,7.72,1,5,37,
538771,PINCON      ,B ,Q,34.3,34.3,32.2,32.6,32.6,33.7,202,49981,1652118,
538772,NIYOGIN     ,B ,Q,127.9,127.9,126.5,127.9,127.9,125.4,91,14360,1836587,
538786,CIL         ,XT,Q,3.95,3.95,3.95,3.95,3.95,4,3,7500,29625,
538787,GBFL        ,X ,Q,76.25,76.25,76.25,76.25,76.25,77.8,1,1,76,
538788,GILADAFINS  ,X ,Q,36.15,41.9,35,39.15,39.15,36.2,13,1652,64674,
538795,SAPPL       ,X ,Q,227.55,227.55,181.1,184.8,184.8,189.65,5,69,12684,
538812,AANCHALISP  ,B ,Q,17.35,17.5,16.55,17.35,17.4,16.95,54,14440,244365,
538834,MEL         ,X ,Q,11.05,11.55,11.05,11.43,11.3,11.31,56,28371,323894,
538835,INTELLECT   ,A ,Q,194,196.65,191.3,194.45,194.45,192.7,1184,106754,20784443,
538836,MONTECARLO  ,B ,Q,531,535.9,527.3,528.5,529.95,536.75,112,1622,858602,
538837,JSTL        ,X ,Q,45.2,46,45.2,46,46,45.05,4,340,15528,
538858,CAMSONBIO   ,X ,Q,17.05,17.3,16.1,16.75,16.95,16.8,52,13680,224147,
538860,PANAFIC     ,X ,Q,0.51,0.52,0.5,0.5,0.5,0.51,107,143646,72271,
538861,AMSONS      ,B ,Q,3.62,3.89,3.62,3.69,3.77,3.81,74,39226,147391,
538874,NEXUSCOMMO  ,XT,Q,56.35,56.35,56.35,56.35,56.35,55.65,18,4500,253575,
538890,MKEXIM      ,X ,Q,8.18,8.18,8.18,8.18,8.18,8.6,1,1000,8180,
538891,SIPROJECTS  ,X ,Q,251.2,251.2,248.8,250.2,250.35,251,92,2806,701663,
538896,KANCHI      ,XT,Q,252,257.5,248.15,251.85,256.4,254.45,83,4121,1033406,
538902,DHUN TEAIND ,B ,Q,335,335,325.3,330.35,330.25,334.3,22,814,268561,
538918,VANICOM     ,XT,Q,5.41,5.41,5.41,5.41,5.41,5.41,1,1,5,
538919,SKILVEN     ,XT,Q,20.1,20.1,19.2,19.2,19.2,19.2,4,1662,31919,
538922,COSYN       ,X ,Q,85.5,89,85.5,87.75,87.75,87.25,194,15934,1391814,
538928,KARNAVATI   ,B ,Q,31,31,30.4,30.4,30.4,32,4,265,8085,
538942,MERCANTILE  ,XT,Q,10.46,11.49,10.45,11.49,11.49,11,6,684,7165,
538943,SONAL       ,ST,Q,12.55,12.55,12.55,12.55,12.55,12.55,2,250,3137,
538961,GENUSPAPER  ,B ,Q,14.75,14.75,13.9,14.15,14.05,14.4,131,97960,1409037,
538962,MINDACORP   ,B ,Q,193.65,196,191,191.65,191,191.5,171,9202,1775505,
538964,MERCURYLAB  ,XT,Q,441,441,441,441,441,420.25,6,59,26019,
538965,CONCORD     ,X ,Q,26.8,27.8,26.75,27.75,27.75,27.1,15,1750,47017,
538987,TALBROSENG  ,X ,Q,325,325.9,321,323.2,321,325.45,23,659,213709,
538992,SAPL        ,X ,Q,181.4,181.4,164.2,174,174,171.75,3,20023,3631796,
539006,PTCIL       ,X ,Q,542.05,568.05,542,568.05,568.05,541,23,255,144157,
539007,PINCONLIFE  ,XT,Q,7.5,8.28,7.5,7.5,7.5,7.89,435,493744,3767466,
539011,CHENFERRO   ,XT,Q,6.58,6.58,6.58,6.58,6.58,6.27,1,1,6,
539012,MEGRISOFT   ,XT,Q,15.9,15.9,15.9,15.9,15.9,15.9,7,2657,42246,
539014,KALPACOMME  ,X ,Q,12.6,12.6,12.6,12.6,12.6,12.6,6,1150,14490,
539015,ORTEL       ,B ,Q,27.7,27.7,27.7,27.7,27.7,28.1,8,1000,27700,
539017,ASHFL       ,B ,Q,110.65,110.65,94,105.05,105,110.45,57,7936,848262,
539018,BEEKAY      ,X ,Q,398,403,398,399,399,397.45,70,4942,1973631,
539031,SETFBSE100  ,B ,Q,111.5,112,109.84,109.84,109.84,111.35,7,1223,134864,
539032,FRASER      ,XT,Q,5.32,5.32,5.32,5.32,5.32,5.6,1,1,5,
539040,TTIL        ,X ,Q,6.85,7.01,6.64,6.64,6.64,6.65,21,16949,117450,
539042,AGIIL       ,B ,Q,192,192,191.95,192,192,195,3,600,115195,
539043,BKMINDST    ,B ,Q,36.7,36.7,34.25,35.65,35.65,35.4,5,2620,94687,
539044,MANAKSTELTD ,B ,Q,33.25,34,32.8,33.6,33.65,34.2,68,23482,779251,
539045,MNKALCOLTD  ,B ,Q,11.3,11.65,10.86,10.88,10.86,11.39,17,5400,60343,
539046,MNKCMILTD   ,B ,Q,18,18,17.25,17.35,18,18.05,45,6933,121549,
539056,ADLABS      ,B ,Q,56.9,56.95,54,55,55,56.1,112,14924,830264,
539083,INOXWIND    ,A ,Q,126.55,128.35,124.05,126.9,126.6,126.55,213,13151,1656138,
539090,RAJPUTANA   ,XT,Q,10.6,10.6,10.15,10.15,10.15,10.1,13,125000,1270340,
539097,YOGYA       ,M ,Q,12.01,12.01,12.01,12.01,12.01,10.01,2,16000,192160,
539098,FILTRA      ,M ,Q,28,28,28,28,28,24.2,1,7500,210000,
539112,SAB         ,X ,Q,71,71,70.9,70.9,70.9,71,3,7,496,
539113,PML         ,X ,Q,5515,5515,5320,5441.35,5488,5439.2,57,121,656197,
539118,VRLLOG      ,B ,Q,409.65,410.8,402.65,404.55,402.75,408.9,100,3155,1280974,
539120,BFFL        ,XT,Q,18.05,18.05,17.8,17.8,17.8,18.7,2,95,1710,
539122,BODHTREE    ,X ,Q,92,92,83,87.15,87.2,87.95,114,38309,3327306,
539125,LAYLA       ,XT,Q,2.33,2.33,2.33,2.33,2.33,2.37,8,2780,6477,
539126,MEP         ,B ,Q,90.1,90.45,87.5,87.65,87.65,90.45,362,60390,5347178,
539131,CLLIMITED   ,X ,Q,59.15,64,48.7,48.9,48.7,60.85,589,108724,5905553,
539132,VEGETABLE   ,X ,Q,3.5,3.89,3.45,3.53,3.53,3.46,36,32285,119323,
539141,UFO         ,B ,Q,425.8,429.75,417.3,419.15,418,425.65,84,949,400815,
539143,SBCL        ,X ,Q,62,62.1,60.6,61.75,61.75,61.8,24,6561,405722,
539148,SHIVALIK    ,XT,Q,731.25,731.25,731.25,731.25,731.25,696.45,18,1272,930150,
539150,PNCINFRA    ,B ,Q,165.2,169,163.05,167.6,167.6,163.35,876,36441,6075214,
539151,ARFIN       ,X ,Q,487,534.95,487,512.35,515,511.6,43,1039,541210,
539169,FUNNY       ,B ,Q,6.96,6.96,6.96,6.96,6.96,7.1,58,18435,128307,
539175,INDRAIND    ,X ,Q,38.5,39.55,36,37.1,36.25,37.7,21,7215,279104,
539176,HAWAENG     ,XT,Q,58,62.8,57.9,59.5,59.5,60.9,18,1095,64219,
539177,AIIL        ,X ,Q,65.05,69.95,61.65,63.45,63.45,65.7,53,82088,5200657,
539195,POEL        ,X ,Q,81.75,81.75,77.8,80.8,80,79.3,15,722,57791,
539196,AEL         ,X ,Q,46,48.05,45,47.55,48.05,45.8,87,16059,752226,
539200,NOBPOL      ,XT,Q,0.44,0.44,0.44,0.44,0.44,0.44,2,31,13,
539207,MANPASAND   ,B ,Q,389.7,392,373,375.55,375.05,386.2,608,10437,3947420,
539216,JUNCTION    ,M ,Q,30.1,30.1,29.7,29.7,29.7,33,18,72000,2140000,
539217,SRESTHA     ,X ,Q,12.25,12.79,11.59,12.72,12.79,12.19,339,286397,3555004,
539219,MUL         ,X ,Q,175,177.15,170,173.95,173.95,174.35,19,1602,279602,
539220,MISHKA      ,B ,Q,25,25,25,25,25,25,1,100,2500,
539223,AMBITION    ,M ,Q,41,41,41,41,41,41.05,1,3000,123000,
539225,JIYAECO     ,B ,Q,137,139.7,131.2,135.2,135,135.8,228,30684,4175287,
539226,RUDRA       ,B ,Q,212.25,217,212,212,212,212.25,15,4000,855080,
539227,LOYAL       ,M ,Q,54.5,54.5,54,54,54,55.05,4,12000,650550,
539228,GGPL        ,B ,Q,350,352.1,349.85,352,352,349.95,758,144313,50639713,
539229,MRSS        ,M ,Q,234,234,205,221.35,225,231.6,81,99600,21292980,
539235,GPL         ,XT,Q,71.35,71.35,71.35,71.35,71.35,71.35,1,100,7135,
539251,BALKRISHNA  ,B ,Q,76.5,76.5,72.5,73.2,72.5,75.15,46,4711,350306,
539252,SCFL        ,B ,Q,10.55,10.78,10.25,10.36,10.38,10.7,39,19969,209497,
539254,ADANITRANS  ,A ,Q,212,212,201.2,203.25,203.25,208.05,378,24848,5116489,
539255,STARDELTA   ,X ,Q,152.5,152.5,141.2,142.55,142.55,153,11,6603,960399,
539268,SYNGENE     ,A ,Q,582.95,583.8,569.5,571.25,571.25,577.65,229,3682,2116334,
539274,BLFL        ,X ,Q,11.99,11.99,11.01,11.01,11.01,11.58,4,650,7205,
539275,MSL         ,M ,Q,117,124,107.5,109.55,107.5,111.5,5,7500,858150,
539276,KAYA        ,B ,Q,1090,1134,1074.8,1103.3,1103.3,1093.65,795,7848,8709782,
539278,SYMBIOX     ,ST,Q,1.37,1.37,1.37,1.37,1.37,1.37,6,4700,6439,
539287,ORTINLAABS  ,B ,Q,20.25,20.4,20,20.2,20.4,20.05,11,1101,22137,
539289,MJCO        ,B ,Q,473.5,478.5,470.35,474.05,474.05,472,112,1701,805429,
539290,BINDALAGRO  ,B ,Q,30.65,30.65,30,30.05,30.05,30.6,43,10559,319235,
539291,OZONEWORLD  ,X ,Q,30.15,30.15,30.15,30.15,30.15,31.7,1,10,301,
539301,ARVSMART    ,B ,Q,188.65,188.65,183,183.2,183,187.15,43,1525,280415,
539302,POWERMECH   ,B ,Q,949,969.45,945,953.3,946.6,948.95,82,590,566733,
539309,RAMASTEEL   ,T ,Q,200,207.7,191.2,203.7,194,200.5,23,3410,680937,
539311,NFIL        ,XT,Q,14.65,14.65,14.25,14.4,14.4,14.5,25,10000,144520,
539313,UTINIFTETF  ,B ,Q,1078,1088,1078,1088,1088,1099,3,9,9740,
539314,UNIAUTO     ,M ,Q,58.5,58.5,58.5,58.5,58.5,56,1,2000,117000,
539331,VETO        ,B ,Q,224.55,226,221.75,225.25,225.25,221.35,215,18373,4119671,
539332,NAVKARCORP  ,A ,Q,172.5,173.2,168.65,169.5,169.5,169,470,23292,3977602,
539333,PENPEBS     ,B ,Q,90.2,91.6,88.55,90.2,88.55,90.75,41,1629,146667,
539334,SHREEPUSHK  ,B ,Q,225.8,268,225,258.4,258.4,225.55,3185,189775,47695650,
539336,GUJGAS      ,A ,Q,865,899.2,860,888.6,888.6,860.45,488,7726,6848676,
539346,SADBHIN     ,B ,Q,135.2,135.2,133,134,134,134.45,6,94,12624,
539351,PRABHAT     ,B ,Q,176.1,177.45,173,173.45,173.5,175,60,2172,379829,
539353,SWARAJAUTO  ,X ,Q,125.9,125.9,125.9,125.9,125.9,125.9,1,1,125,
539354,POLYSPIN    ,X ,Q,124.25,129.95,124,129.95,129.95,130,19,222599,27880627,
539359,PRITIKAUTO  ,XT,Q,131.15,137.7,131,137.45,137.45,131.15,57,12400,1658213,
539363,SKC         ,M ,Q,150,150,140.75,141,140.95,141.3,20,38000,5391300,
539391,ACME        ,X ,Q,20.1,21,20.1,21,21,20,9,3174,66572,
539392,SANGFROID   ,Z ,Q,1,1.06,1,1.05,1.01,1.01,5,1500,1539,
539399,BELLACASA   ,M ,Q,202,202,202,202,202,204,1,1000,202000,
539400,MALLCOM     ,X ,Q,307.5,307.5,307.5,307.5,307.5,308.5,1,25000,7687500,
539404,SATIN       ,B ,Q,446,447.85,437,439.25,440.5,448.5,103,1892,834618,
539407,GENCON      ,X ,Q,225,229,224.4,227,227,224.4,161,31293,7097257,
539408,KUBERJI     ,XT,Q,4.5,4.5,4.5,4.5,4.5,4.73,2,602,2709,
539410,SIENERGY    ,XT,Q,7.5,7.5,7.2,7.5,7.5,7.5,44,120988,906622,
539428,TEJNAKSH    ,M ,Q,499.9,499.9,469.5,474,474,466,8,3200,1520560,
539436,COFFEEDAY   ,B ,Q,315.55,326.1,315.4,320.4,320.4,318.45,858,61783,19853755,
539437,IDFCBANK    ,A ,Q,52.1,52.85,51.8,52.05,52.05,52.3,1070,347753,18105726,
539447,BEARDSELL   ,B ,Q,59.75,60.8,58.5,60.8,60.8,55.6,4,4,239,
539448,INDIGO      ,A ,Q,1345,1358.65,1327,1334.4,1334.4,1338.4,7988,58810,78581224,
539450,SHK         ,B ,Q,281.7,281.7,276.55,278.85,277.9,278.1,121,2450,684454,
539470,SHREEGANES  ,X ,Q,314.9,315,286,293.9,293.9,300,46,1892,570065,
539474,AXISHB28GP  ,F ,Q,10.89,10.89,10.89,10.89,10.89,9.9,1,100,1089,
539515,GMLM        ,XT,Q,23.3,23.3,23.3,23.3,23.3,24.5,1,2000,46600,
539518,UDAYJEW     ,X ,Q,51.5,51.65,48.6,49.5,49.95,50.5,57,17359,870955,
539520,SHAILJA     ,XT,Q,12.25,12.28,12.03,12.15,12.15,12,119,60700,736007,
539523,ALKEM       ,A ,Q,2234,2240,2210,2234.95,2232,2207.45,259,4748,10566233,
539524,LALPATHLAB  ,A ,Q,913.65,913.65,904.35,909.7,910,909.85,30,465,422871,
539525,NAVKETAN    ,X ,Q,0.8,0.8,0.75,0.8,0.8,0.77,5,5760,4358,
539528,AAYUSH      ,X ,Q,60.15,62.65,60.15,62.05,62,62.45,9,531,32449,
539542,LUXIND      ,B ,Q,1744.45,1758.9,1730.05,1750.5,1758.9,1737.65,97,3242,5645527,
539544,ABHIINFRA   ,XT,Q,3.99,3.99,3.8,3.99,3.99,3.8,25,21550,82887,
539551,NH          ,B ,Q,308,308,297.9,300,300,306.2,133,1096471,328939175,
539559,DDIL        ,XT,Q,13.5,14.4,13.5,14.4,14.4,13.75,2,200,2790,
539595,NATECO      ,X ,Q,91,91.25,90.95,91.1,91.1,90.9,239,64592,5885762,
539597,JSLHISAR    ,B ,Q,194.65,195.25,187.2,188.8,189.95,193.45,277,14714,2810876,
539620,AINFRA      ,X ,Q,69.3,69.3,69.3,69.3,69.3,66,9,1162,80526,
539636,PRECAM      ,B ,Q,111.55,113.6,109.65,111.4,111.4,112.4,149,12518,1400299,
539658,TEAMLEASE   ,B ,Q,2095,2119.7,2066.5,2076.45,2069.65,2092.6,43,144,299289,
539659,VIDLI       ,M ,Q,93.5,93.5,93.5,93.5,93.5,96.55,1,1000,93500,
539678,QUICKHEAL   ,B ,Q,300.6,303.6,295.5,296.1,296.1,299.75,665,43999,13136328,
539679,KAPILRAJ    ,X ,Q,20.7,20.7,20.65,20.65,20.65,21.7,46,24605,509058,
539680,GANGAPHARM  ,MT,Q,6.65,6.65,6.65,6.65,6.65,7,1,8000,53200,
539692,IFINSER     ,XT,Q,34.05,34.05,34.05,34.05,34.05,35.8,1,7,238,
539693,ALORA       ,X ,Q,4.75,4.75,4.75,4.75,4.75,4.75,6,925,4393,
539724,HYPERSOFT   ,X ,Q,9.05,9.99,8.45,9.87,9.95,9.35,73,9962,95698,
539725,GOKULAGRO   ,B ,Q,25,25.05,24.5,24.95,25.05,25.15,84,131355,3246171,
539742,SIMBHALS    ,B ,Q,14.05,16.45,14.05,15.75,15.75,14.2,920,170739,2648604,
539770,DARJEELING  ,XT,Q,14.35,14.35,14.35,14.35,14.35,14.95,2,630,9040,
539773,ADVIKCA     ,X ,Q,3.51,4.08,3.51,3.95,4.08,3.94,52,63387,247508,
539785,PDMJEPAPER  ,B ,Q,28.9,29,28.2,28.5,28.5,28.35,52,9990,284223,
539787,HCG         ,B ,Q,304.65,304.65,300,303,303,310,9,161,48690,
539798,UMIYA       ,M ,Q,100,100,86,100,100,103.5,5,6250,601250,
539799,BHARATWIRE  ,B ,Q,122,123.2,119.1,122.7,122,122.45,136,19378,2336399,
539806,H1190M36RG  ,F ,Q,10.91,10.95,10.91,10.95,10.95,10.82,2,11000,120050,
539807,INFIBEAM    ,A ,Q,156.55,162,154.7,155.95,155.95,161.1,1171,875424,139356827,
539836,RUBY        ,M ,Q,13.2,13.2,13.2,13.2,13.2,12.46,1,3000,39600,
539837,RPEL        ,M ,Q,131.5,131.5,131.5,131.5,131.5,127,1,1000,131500,
539839,FRANKLIN    ,M ,Q,51.5,51.8,49.5,51.1,51.1,51.85,7,72000,3688800,
539842,SYSCO       ,M ,Q,47.5,47.5,47.5,47.5,47.5,48,1,2500,118750,
539843,NINSYS      ,M ,Q,18.5,18.5,18.5,18.5,18.5,19.5,1,5000,92500,
539844,EQUITAS     ,A ,Q,147,151.65,146.55,149.25,149.25,147.35,1332,149404,22271823,
539861,SKIL        ,T ,Q,40.95,41,38.4,38.95,39,40,22,6833,272990,
539871,THYROCARE   ,B ,Q,625.1,632.2,625.1,625.8,626.45,627,35,474,297016,
539872,BAJAJHCARE  ,M ,Q,385,385,385,385,385,378.75,1,2000,770000,
539874,UJJIVAN     ,A ,Q,374,376.8,366,368.75,369.1,373.15,843,55009,20339643,
539876,CROMPTON    ,A ,Q,231.6,234.45,229.15,232.05,232.7,232.3,377,19138,4425213,
539883,PILANIINVS  ,T ,Q,2785,2800,2771,2771,2771,2760,22,449,1252300,
539884,DARSHANORNA ,M ,Q,186,188,179.2,182,182,187,12,34000,6218400,
539889,PARAGMILK   ,A ,Q,290.8,291.15,284,285.3,285.9,288.45,387,71733,20662708,
539910,KOCL        ,ST,Q,0.9,0.9,0.9,0.9,0.9,0.94,1,200,180,
539917,NAGARFERT   ,B ,Q,18,18,17.3,17.4,17.45,17.75,255,83944,1474858,
539921,SEIL        ,M ,Q,159,159,159,159,159,159,2,3200,508800,
539927,LIKHAMI     ,XT,Q,40,40,40,40,40,40.1,1,50,2000,
539939,YASHCHEM    ,M ,Q,182.35,182.35,180.55,180.7,180.55,181,5,7500,1357575,
539940,MAXVIL      ,B ,Q,78,80.25,77.15,78.65,78.8,77.9,202,15079,1187690,
539944,RXXX1SR2G   ,F ,Q,10.3,10.3,10.3,10.3,10.3,10.21,2,1270,13081,
539956,TAALENT     ,X ,Q,160.9,160.9,154.05,159.65,160,153,21,1583,251974,
539957,MGL         ,A ,Q,1023.2,1050,1018.15,1047.3,1047.3,1019.3,993,21477,22394495,
539962,QFSL        ,ST,Q,0.38,0.38,0.38,0.38,0.38,0.39,8,50000,19000,
539963,ZEAL        ,M ,Q,520,520,520,520,520,512,4,3000,1560000,
539978,QUESS       ,B ,Q,1006.1,1006.1,982,997.1,999.7,1001.35,330,2989,2971496,
539979,DIGJAMLTD   ,B ,Q,12.2,12.38,11.9,11.97,11.98,12.15,101,26776,321998,
539980,MIDCAPIWIN  ,B ,Q,71.24,71.24,71.24,71.24,71.24,71.65,1,65,4630,
539981,MAXINDIA    ,A ,Q,97.4,97.4,95.9,96,95.95,97.25,174,16858,1626958,
539982,ASYL        ,M ,Q,22,22,22,22,22,20,1,5750,126500,
539984,HUIL        ,X ,Q,1099.9,1099.9,1099.9,1099.9,1099.9,1055,1,1,1099,
539992,LLOYDSTEEL  ,T ,Q,1.58,1.59,1.56,1.59,1.59,1.55,193,456974,725327,
539997,KPL         ,MT,Q,58,58.5,58,58.5,58.5,58,2,6000,349500,
540005,LTI         ,A ,Q,1440.15,1452,1405.6,1418.2,1418.2,1435.4,1170,18336,26136729,
540006,BULL        ,X ,Q,82.85,82.85,77,82.4,82.45,78.95,300,144757,11982545,
540023,MIENT       ,X ,Q,27.65,27.65,25.6,26,26,27.6,30,6897,179505,
540024,ASHARI      ,X ,Q,52.25,52.85,51.85,52.7,52.75,52.25,3337,92991,4880733,
540025,ADVENZYMES  ,A ,Q,233.55,235.35,231.6,232.25,232.25,234,285,14416,3352763,
540027,PTIL        ,M ,Q,273.6,294,273.05,294,294,286.25,15,36000,10072200,
540047,DBL         ,A ,Q,956.6,960.8,932.45,940.2,940.2,951.5,1639,17570,16560530,
540048,SPAL        ,B ,Q,340,340,330.75,334.4,333,339.05,156,5311,1779266,
540061,BIGBLOC     ,B ,Q,140.95,168.9,140.75,168.9,168.9,140.75,415,43743,7035657,
540063,ECS         ,X ,Q,8.44,8.44,8.44,8.44,8.44,8.44,3,151,1274,
540064,FRETAIL     ,A ,Q,517,524,515.65,520.5,520.5,516.25,378,11063,5751046,
540065,RBLBANK     ,A ,Q,492.8,495.7,486,490.85,489.2,494.65,448,19622,9614510,
540071,CAMSONSEEDS ,XT,Q,28.5,28.5,27,27.1,27.9,27.7,39,6492,177838,
540072,SHIVAEXPO   ,M ,Q,20.2,20.2,20.05,20.1,20.1,21.1,6,60000,1208000,
540073,BLS         ,B ,Q,182.55,183.25,175,175.5,176,182.7,520,33265,5896241,
540080,NARAYANI    ,M ,Q,55.5,55.5,55.5,55.5,55.5,55,1,4000,222000,
540081,GOVNOW      ,T ,Q,11.2,11.55,11.2,11.45,11.45,11.78,3,1882,21303,
540083,TVVISION    ,B ,Q,18.1,18.15,17.3,17.95,18.15,18.2,87,39832,705151,
540084,SPICY       ,M ,Q,10.5,10.5,10.5,10.5,10.5,10.5,5,50000,525000,
540097,VISCO       ,XT,Q,16.8,16.85,16.2,16.65,16.65,16.8,28,45950,757440,
540108,TAHL        ,X ,Q,10.8,10.8,10.8,10.8,10.8,11.35,8,8160,88128,
540115,LTTS        ,A ,Q,1425.1,1425.1,1380,1387.5,1385,1408,464,5730,7973939,
540124,GNA         ,B ,Q,440,440,432.65,435.2,436,436.85,175,4940,2150445,
540125,RADHIKAJWE  ,M ,Q,29.75,29.75,29.65,29.65,29.65,31.2,7,11200,332400,
540133,ICICIPRULI  ,B ,Q,414.05,415.95,409.5,413.25,413.25,413.95,523,15214,6273094,
540134,IISL        ,X ,Q,16.75,17.5,16.25,17.5,17.5,16.75,99,25990,439561,
540135,ARCFIN      ,XT,Q,4.59,4.59,4.59,4.59,4.59,4.59,4,1000,4590,
540136,HPL         ,B ,Q,137.15,139,136,136.85,136,137.55,77,4642,635067,
540143,SAGARSOFT   ,X ,Q,84,85,81,84.9,84.9,81.65,18,1592,132128,
540144,DRA         ,M ,Q,30.15,30.15,30,30,30,31,3,30000,900375,
