SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1516,1540,1516,1530.35,1533,1515.15,515,4883,7475223,
500003,AEGIS LOGIS ,A ,Q,255.75,255.75,246,252.35,252.95,253.25,356,24066,6081959,
500008,AMAR RAJA BA,A ,Q,826.9,826.9,812.7,816,818.8,818.15,501,18849,15404793,
500009,A.SARABHAI  ,X ,Q,12.59,12.96,12.26,12.53,12.45,12.59,73,38597,486385,
500010,HDFC        ,A ,Q,1852.75,1852.75,1819.5,1827.45,1824.1,1842.75,1133,41767,76251687,
500012,ANDHRA PETRO,X ,Q,59.85,60.5,59.3,59.8,60,57.8,388,102353,6118731,
500013,ANSAL INFRAS,B ,Q,23.75,23.9,23.35,23.6,23.6,23.7,46,9281,218835,
500014,APPLE FINANC,X ,Q,3.46,3.46,3.15,3.16,3.15,3.3,38,15052,48316,
500020,BOM DYEING  ,A ,Q,273.1,274.75,262.05,263.25,263.25,272.7,4351,525770,140059862,
500023,ASIANHOTNR  ,T ,Q,275,276,274.35,275.9,276,283.85,5,142,39041,
500024,ASSAMCO     ,B ,Q,4.76,4.86,4.65,4.74,4.74,4.78,61,56764,269855,
500027,ATUL LTD.   ,A ,Q,2670,2735,2669,2717.15,2700,2688.55,106,558,1501926,
500028,ATV PROJECTS,XT,Q,11,11,10.44,10.79,10.87,10.63,27,9629,102058,
500029,AUTOLITE(I) ,B ,Q,78.25,78.25,75.5,75.85,76.8,76.15,39,1738,132318,
500031,BAJAJ ELECT.,A ,Q,534,545.75,522.8,541.95,541.95,528.95,2257,91996,49569170,
500032,BAJAJHIND   ,A ,Q,12.74,12.81,12.62,12.7,12.7,12.87,492,517092,6588433,
500033,FORCE MOTR  ,B ,Q,3023.5,3044.95,2953.3,2990.35,2990.35,3013.2,2005,21777,65269627,
500034,BAJFINANCE  ,A ,Q,1683.9,1683.9,1652.05,1656.9,1656.9,1670.6,1602,28643,47609074,
500038,BALRAM.CHINI,A ,Q,117.65,119.8,117,119.55,119.4,117.7,1329,252054,29882765,
500039,BANCO PROD. ,B ,Q,221.65,222,215.95,217.8,215.95,219.55,119,4091,894410,
500040,CENTURY TEXT,A ,Q,1228.95,1228.95,1206.45,1209.85,1208.2,1218.45,781,27036,32830127,
500041,BANNARI AMAN,B ,Q,1744,1744,1730,1730,1730,1777.95,3,13,22560,
500042,BASF INDIA  ,B ,Q,2062,2071.55,2020.05,2038.8,2020.05,2064.1,241,1599,3279375,
500043,BATA INDIA  ,A ,Q,749.8,749.8,719.25,722.45,720.5,727.15,992,48109,35191181,
500048,BEML LTD    ,A ,Q,1257.4,1258.55,1227.95,1232.2,1232.2,1252.5,633,17887,22217145,
500049,BHARAT ELECT,A ,Q,156.65,156.65,152,152.6,152.6,155.2,2178,291745,44866229,
500052,BHANSALI ENG,B ,Q,171.7,172,166.2,166.7,166.7,169.55,814,98793,16716512,
500055,BHUSH STEEL ,B ,Q,49.75,49.75,47.8,48.05,48.05,48.9,1503,402264,19561932,
500058,BIHAR SPONGE,XT,Q,2.51,2.75,2.51,2.52,2.52,2.62,10,8188,21353,
500059,BINANI IND. ,B ,Q,116.9,118.35,110,111.9,111.9,114.65,544,54874,6260691,
500060,BIRLACABLE  ,B ,Q,63.85,63.85,62.75,63.5,63.8,64.75,35,4492,285440,
500067,BLUE STAR   ,A ,Q,735,747.85,730,733.3,733.3,741.8,188,2958,2193511,
500068,DISA INDIA  ,X ,Q,6270,6270,6110,6260,6260,6202,3,55,340600,
500069,BNK CAPITAL ,X ,Q,115.1,115.1,106.75,109,109,110,30,1565,171066,
500074,BPL LTD.    ,B ,Q,96.75,97.55,93.15,94.25,94.25,95.75,1019,140028,13301607,
500078,CAMPH.& ALL ,X ,Q,1050,1070,1000.05,1010.05,1010,1030,52,1261,1280389,
500083,CENTURY EXT ,B ,Q,6.34,6.35,6.05,6.13,6.12,6.15,48,22106,135616,
500084,CESC LTD.   ,A ,Q,1019.7,1024.95,1003,1007.65,1009.5,1018.3,522,14794,14976239,
500085,CHAMBAL FERT,A ,Q,172.9,172.9,162.25,163.45,163.45,170.4,2715,247438,41134431,
500086,EXIDE IND.  ,A ,Q,211.15,211.7,208.05,209.45,209.5,210.95,300,30665,6424733,
500087,CIPLA LTD.  ,A ,Q,591.05,598.9,583.15,586.15,586.15,591.05,1721,193189,113857651,
500089,DIC INDIA   ,B ,Q,515.35,519,513,519,519,520,4,151,77886,
500092,CRISIL LTD  ,A ,Q,1936.6,1939.35,1918.1,1921.7,1921.5,1916.9,21,76,146308,
500093,CGPOWER     ,A ,Q,83.95,83.95,82.3,82.65,82.45,82.4,283,50922,4228197,
500096,DABUR (I)   ,A ,Q,332.7,334,326.85,328.5,328.5,331.55,415,478087,158225745,
500097,DALMIASUG   ,B ,Q,106,106.55,105.1,105.45,105.45,106.2,143,5764,608805,
500101,ARVIND Ltd  ,A ,Q,418,419,412.3,415.5,415.5,415.4,943,94292,39212778,
500102,BALARPUR IND,B ,Q,13.8,14.2,13.6,13.65,13.65,13.85,249,118900,1639519,
500103,BHEL        ,A ,Q,93.05,94,91.05,91.3,91.3,93.35,2267,448365,41417048,
500104,HIND.PETRO  ,A ,Q,395,395.45,388.2,391.55,391.55,391.6,2526,171617,67176434,
500106,IFCI LTD    ,A ,Q,23.4,23.5,22.8,22.9,22.9,23.35,889,549006,12659539,
500108,MAHA.TELE   ,B ,Q,22.9,23.2,22.5,22.65,22.65,22.85,682,293094,6694183,
500109,MRPL        ,A ,Q,123.9,124,120.5,122.25,122.25,120.5,2027,266266,32411220,
500110,CHENNAI PET.,A ,Q,381.5,382.75,366.1,368.4,368.4,374.15,1090,70817,26474717,
500111,REL.CAP.    ,A ,Q,488.1,504,470.25,473.5,473.5,485.75,4695,409027,194975185,
500112,STATE BANK  ,A ,Q,273.95,275.85,266.1,267.8,267.8,274.75,13061,2343314,630548381,
500113,STEEL AUTH. ,A ,Q,87.8,87.8,83.7,84.25,84.25,86.5,4978,4871203,416066268,
500114,TITAN       ,A ,Q,825,835,819.15,821.5,819.7,819.9,2057,100788,83473280,
500116,IDBI BANK L ,A ,Q,78.3,79.85,72.4,73.55,73.55,78.9,11290,5043462,381015246,
500117,DCW LTD.    ,B ,Q,37,37.65,37,37.55,37.65,37.1,355,188672,7065409,
500119,DHAMPUR SUGA,B ,Q,198,201.4,193.25,195.1,195,198.35,636,52488,10426095,
500120,DIAMINES&CHM,X ,Q,108,108.65,107.55,107.95,108.2,107.7,16,1362,146808,
500123,ELANTAS     ,B ,Q,2070,2070,2041,2046.65,2041,2058,85,518,1062490,
500124,DR.REDDY'S  ,A ,Q,2219,2240.05,2201.9,2234.15,2234.15,2194.15,2023,34928,77644148,
500125,E.I.D.PAR   ,A ,Q,310.05,317.25,310.05,314.25,313.4,316.35,81,2110,662258,
500126,MERCK LTD   ,B ,Q,1510,1522.85,1498.4,1509.45,1520,1492.9,107,895,1347760,
500128,ELEC.CASTING,B ,Q,32.5,32.55,31.6,31.75,31.7,32.4,183,86586,2769958,
500132,EMPEE SUGARS,X ,Q,4.05,4.14,3.9,3.92,3.92,4.03,12,8308,32614,
500133,ESAB INDIA  ,B ,Q,812,818,800.95,810,810,802.75,68,218,176461,
500135,ESSEL PROP  ,B ,Q,275.15,276.2,270,272.45,271.15,279.15,88,2991,814756,
500136,ESTER INDUS.,B ,Q,65.55,66,64.45,64.9,64.95,66.35,275,21108,1371583,
500139,FEDDERELEC  ,B ,Q,74.9,75.5,73.25,73.8,73.35,74.7,131,10846,803938,
500141,FERRO ALLOYS,X ,Q,10,10.2,9.29,9.5,9.5,9.72,662,597876,5788094,
500142,FGP LTD.    ,XT,Q,1.3,1.3,1.3,1.3,1.3,1.35,2,520,676,
500143,P.H.CAPITAL ,XT,Q,41.6,41.6,41.6,41.6,41.6,39.65,6,860,35776,
500144,FINOL. CABLE,A ,Q,707.1,713.1,705,709.8,710,703.4,74,2038,1449087,
500147,CMI FPE     ,X ,Q,952.05,1001,952.05,972.7,972.7,949.05,66,1882,1819587,
500148,UFLEX LTD   ,A ,Q,376,381.6,365,366.45,366.45,372.7,1288,112076,41447059,
500150,FOSECO INDIA,B ,Q,1625,1644,1616,1628.9,1639.9,1616.9,18,342,556839,
500153,GANESH BENZO,X ,Q,91.5,91.5,89.35,89.75,89.75,90.5,562,63529,5720355,
500155,GARDEN SILK ,B ,Q,38.5,38.8,37.75,37.95,37.85,38.7,80,8005,306351,
500159,METROGLOBL  ,X ,Q,85.9,85.9,85.9,85.9,85.9,86.15,1,100,8590,
500160,GTL LTD.    ,B ,Q,13.1,13.1,12.9,13.08,13.1,13.13,38,6742,88050,
500163,GODFREY PH  ,A ,Q,921.95,921.95,881,884.35,885,906.25,289,4323,3874088,
500164,GODREJ IND  ,A ,Q,553,555.15,543.9,547.8,547.7,551.15,444,16076,8816955,
500165,KANSAI NERO ,A ,Q,490,491.5,472.85,484.35,484.35,486.1,372,10024,4847561,
500166,GOODRICKE   ,X ,Q,386.1,389.95,384,385.4,385.4,386.45,88,4369,1681702,
500168,GOODYEAR (I),B ,Q,1199,1200,1187.95,1195.25,1195.25,1190.6,504,5460,6524651,
500170,GTN INDUS   ,B ,Q,15.8,16.3,15.35,15.9,15.9,16,35,4615,73097,
500171,GHCL LTD    ,A ,Q,295.75,298,286,286.85,286.85,293.6,526,27981,8116928,
500173,GUJ.FLOURO  ,B ,Q,783,783,762.5,770.95,780,773.4,179,3251,2514537,
500179,HCL INFOSYS ,A ,Q,63.25,64.8,62.55,64.15,64.15,62.95,3654,793768,50676052,
500180,HDFC BANK   ,A ,Q,1912.05,1922.5,1894.15,1904.25,1904.25,1909.95,1322,84881,162104642,
500182,HEROMOTOCO  ,A ,Q,3586,3600,3545.7,3587.95,3598.25,3540.35,832,7780,27824344,
500183,HIMACHAL FUT,A ,Q,29.5,29.7,28.6,28.7,28.7,29.35,1226,973286,28186550,
500184,HSCL        ,B ,Q,162.05,163.4,159.45,160.85,160.85,161.3,1330,180177,29041551,
500185,HIND.CONSTN.,A ,Q,34.5,34.6,33.8,33.9,33.9,34.3,907,499931,17053249,
500186,HIND.OIL EXP,B ,Q,118.85,123.4,117.05,121.9,121.9,117.95,1662,236604,28674207,
500187,HSIL        ,B ,Q,436,443,431.55,437.45,436,430.45,185,47808,20803827,
500188,HINDUS.ZI   ,A ,Q,333,334.75,326.6,329.35,329.35,331.7,1439,95482,31494534,
500189,HINDUJA VENT,B ,Q,833.1,878,823,860.65,878,843.05,118,1710,1464377,
500191,HMT LTD.    ,Z ,Q,33.6,34.75,33.4,34.3,34.3,34.05,19,1915,64964,
500192,PRAG BOSIMI ,XT,Q,3.1,3.1,3.1,3.1,3.1,3.25,2,500,1550,
500193,HOTEL LEELA.,B ,Q,19.15,19.3,18.75,18.8,18.8,19.2,219,104130,1973454,
500199,I.G.PETRO   ,B ,Q,736.55,737,715,716,715,725.85,176,3683,2652951,
500201,IND.GLYCOLS ,B ,Q,513,517,498.95,502.15,502.15,505.9,1234,58382,29565694,
500207,INDO RAMA   ,B ,Q,35,35,34.25,34.3,34.3,34.5,13,1905,65763,
500209,INFOSYS LTD ,A ,Q,1142.1,1152.8,1125.85,1148.3,1148.3,1141.05,4038,347461,394099567,
500210,INGERSOLL   ,B ,Q,731.4,734.95,721.15,724.9,724.6,727.3,112,770,559161,
500211,INSILCO LTD.,X ,Q,25,26.1,24.8,25.3,25.3,24.9,57,16373,422592,
500212,INTEG.FIN.SE,XT,Q,34.8,36.5,33.1,36.5,36.5,34.8,15,1504,49975,
500213,INTER.TRAVEL,X ,Q,196.95,196.95,186.4,189.6,190,194.85,116,7316,1376735,
500214,ION EXCHANGE,XT,Q,520,520,490,500.05,500,506.2,72,2746,1376849,
500215,AGRO TECH FO,B ,Q,628.2,638,628.05,632.85,638,631.85,16,271,171479,
500219,JAIN IRRIG  ,A ,Q,121.45,123.15,118.55,119.25,119.25,119.95,3818,1062638,128600317,
500220,JASCH INDUST,X ,Q,71.35,74,71.3,73.15,74,73.25,22,3427,249148,
500223,JCT LTD     ,X ,Q,3.25,3.3,3.2,3.24,3.24,3.3,241,165221,534600,
500227,JINDAL POLYF,B ,Q,361.5,361.5,350,351.6,351.5,359.7,152,3413,1206374,
500228,JSWSL       ,A ,Q,319,320.5,314.65,318,318,316,3105,349931,111183658,
500231,UMANG DAIR  ,B ,Q,97,101.3,96.8,97.65,97.25,96.8,385,26007,2576181,
500233,KAJARIA CER.,A ,Q,575.9,589,573.5,575.35,575.35,573.6,680,65267,37940514,
500234,KAKATIYA CEM,B ,Q,299.9,300,290.7,294.1,292,297.05,162,5047,1493108,
500235,KALYANI STEL,B ,Q,320,321.5,315.45,316.7,316.7,320,307,8152,2586773,
500238,WHIRLPOOL   ,A ,Q,1423,1445,1423,1431.3,1438,1437,82,687,985615,
500239,KG DENIM    ,X ,Q,58.5,61.5,58.5,59.05,59,60.4,50,18433,1096957,
500240,KINETIC ENG.,ST,Q,77.05,77.2,75.3,76.95,77,78.5,28,13171,1012403,
500241,KIRL.BROS.  ,B ,Q,329.95,334.1,327.5,328.75,328.75,328.65,194,4006,1324336,
500243,KIRL INDUS  ,B ,Q,1309.95,1330,1280,1297.35,1290,1269.5,38,158,205157,
500245,KIRL.FERROUS,B ,Q,91.55,92.95,90.15,90.6,90.75,91.75,343,88531,8033950,
500247,KOTAK MAH.BK,A ,Q,1104,1104.8,1089.4,1092.65,1095.05,1105.55,788,108532,118840579,
500249,KSB PUMPS   ,B ,Q,795,800,786,799.75,796.25,799.6,49,440,350123,
500250,L.G.BALKRISH,B ,Q,1082,1089,1073.6,1088.7,1088.7,1076.3,38,571,620432,
500251,TRENT LTD.  ,A ,Q,311.05,318,304,316.15,317.95,310.75,1767,20348,6344654,
500252,LAKSHMI MACH,A ,Q,6385,6532.9,6385,6412.2,6412.2,6373.1,282,995,6395515,
500253,LIC HOUS.FIN,A ,Q,517.9,523.3,507.9,509.6,509.6,516.9,2151,86701,44464560,
500254,UTTAMVALUE  ,B ,Q,0.2,0.2,0.19,0.2,0.19,0.2,1582,57695171,11162287,
500255,LML LTD.    ,B ,Q,8.55,8.75,8.55,8.67,8.67,8.74,56,30857,268489,
500257,LUPIN LTD.  ,A ,Q,822.55,831.5,820,826.3,826.3,821.3,3283,61607,50892640,
500259,LYKA LABS   ,B ,Q,58,58.35,56.6,57.05,56.75,58.05,83,7349,421026,
500260,RAMCOCEM    ,A ,Q,734.5,752.95,725,749.6,752,734.1,428,8098,5976095,
500264,MAFATLAL IND,X ,Q,290,295.8,280.5,288.8,285,290.1,65,9990,2879962,
500265,MAH.SEAMLESS,B ,Q,459.4,470,459.4,463.8,462.5,461.9,100,1608,745588,
500266,MAH.SCOOTER ,B ,Q,2407,2410,2364,2382.15,2365.5,2399,47,412,983545,
500267,MAJESTIC AUT,XT,Q,162.1,163.95,159,160.1,162,161.2,34,6405,1035570,
500268,MANALI PETRO,B ,Q,39,39.4,38.2,38.9,38.9,38.3,1209,296849,11492647,
500271,MFSL        ,A ,Q,512.15,512.9,495.85,497.8,497.8,509.6,462,13047,6562597,
500279,MIRC ELECT  ,B ,Q,50,50.35,48.65,48.85,48.85,49.45,302,65391,3238930,
500280,CENTURY ENKA,B ,Q,352.45,352.5,346,347.95,350,347.75,115,5488,1910665,
500284,LORDS CHLORO,XT,Q,61.15,63.7,61.15,61.3,61.3,63.7,9,612,37533,
500285,SPICEJET LTD,B ,Q,140.95,141.65,137.25,138.15,138.15,140.2,3561,661507,91889411,
500288,MOREPEN LAB.,B ,Q,36.85,36.85,35.55,35.7,35.65,36.2,749,300047,10793433,
500290,MRF LTD.    ,A ,Q,72555,73100,71800,72637,73050,72628.8,430,631,45597790,
500292,HEIDEL CEM  ,A ,Q,163,163,157.35,158.95,159.4,159.7,316,16865,2682263,
500294,NCC         ,A ,Q,126.9,130.8,126.8,130.05,130.05,126.05,4217,899855,116426919,
500295,VEDL        ,A ,Q,343.1,344.5,337.1,339.6,339.6,342.55,3544,374172,127261349,
500296,NAHAR SPG.  ,B ,Q,107.65,108.6,105.1,105.65,105.65,106.8,50,3808,404128,
500298,NAT.PEROXIDE,X ,Q,2486,2550,2425.75,2437.5,2435,2503.9,382,5105,12700185,
500300,GRASIM IND. ,A ,Q,1189,1201,1160.6,1170.45,1167,1181.45,901,21865,25733734,
500302,PEL         ,A ,Q,2645,2654.15,2605,2615.85,2615.55,2642.85,354,4148,10858323,
500304,NIIT LTD.   ,A ,Q,92.1,95,92.1,94.45,94.45,93.05,415,40859,3857289,
500306,JAYKAY      ,SS,Q,8.12,8.95,7.57,8.11,8.39,8.25,63,36405,297186,
500307,NIRLON      ,B ,Q,210.3,221,209.05,220.75,221,212.45,131,20683,4481586,
500312,ONGC CORPN  ,A ,Q,191,194.15,187.15,188.4,188.4,190.75,2830,400893,76358081,
500313,OIL COUNTRY ,B ,Q,43.5,43.5,42,42.5,42.45,43.15,32,3717,158749,
500314,ORIENT HOTEL,B ,Q,52,52,49.05,49.9,50,49.85,180,17981,896318,
500315,ORINTAL BANK,A ,Q,92,97.4,91.95,96.05,96.05,95.15,4847,1113401,104612952,
500317,OSWAL AGRO. ,T ,Q,14,14,13.2,13.75,13.38,13.68,37,9452,128606,
500319,INDIAN SUCRO,XT,Q,33,34.5,31.55,33.9,33.9,33.2,14,1167,36866,
500322,PANYAM CEMEN,X ,Q,49.5,49.5,47.05,47.35,47.35,47.7,58,8883,425698,
500325,RELIANCE    ,A ,Q,939,955.5,938.6,949.95,949.95,938.6,6700,342196,324816839,
500327,PILITA      ,T ,Q,14.25,14.25,13.6,13.9,14,14.05,81,140146,1971919,
500330,RAYMOND     ,A ,Q,955,961.1,944.1,947.9,945,958.95,498,16252,15453184,
500331,PIDILITE    ,A ,Q,892.7,896.95,884.55,886.3,886.3,891.75,332,8996,7982972,
500333,PIX TRANS   ,X ,Q,158.85,158.85,149,150.2,150.2,155.9,216,11794,1795064,
500335,BIRLA CORPN.,B ,Q,915,931.6,909.8,919.7,919.7,904.85,257,6580,6076150,
500336,SURYA ROSHNI,B ,Q,451,452.95,438.15,445.4,443.5,451.45,838,35359,15703594,
500337,PRIME SECUR.,B ,Q,45.95,46.5,44.7,46,46.5,45.95,93,15757,717583,
500338,PRISM CEMENT,B ,Q,129,129,119,122.55,122.55,127.35,1065,130927,16201309,
500339,RAIN        ,A ,Q,398.8,409,395,399.2,399.2,395.15,9649,858554,345112120,
500343,AMJLAND     ,B ,Q,26.75,27.35,26.2,26.2,26.2,26.8,21,3172,83809,
500346,PUN.COMMUNI.,X ,Q,39.5,39.5,39.35,39.5,39.5,40.15,5,250,9858,
500350,RSWM  LTD   ,B ,Q,333.5,333.5,329,329.25,329,330.45,30,2310,763741,
500354,RAJSH.SUGAR ,B ,Q,38.35,38.35,37.5,37.5,37.5,38.35,19,1852,70506,
500355,RALLIS INDIA,A ,Q,232.8,232.8,228.25,229.75,229.75,230.1,234,27733,6365142,
500356,RAMANEWS    ,B ,Q,28.5,29.1,28.15,28.3,28.15,29.05,9,832,23753,
500357,RAMA PAPER  ,X ,Q,11,11,10.33,10.7,10.7,10.78,8,3510,38443,
500358,RAMA PETRO  ,XT,Q,4.6,4.84,4.6,4.84,4.84,4.8,4,1605,7686,
500360,RAPICUT CARB,X ,Q,73.5,73.5,71.5,71.8,71.5,72,22,2379,171398,
500365,RMGALLOY    ,XT,Q,11.74,11.74,11.74,11.74,11.74,11.51,16,90190,1058830,
500366,ROLTA (I)   ,B ,Q,71.5,71.5,69.15,69.45,69.45,71.05,843,172195,12082536,
500367,RUBFILA INT.,X ,Q,74,75.3,73.5,74,74.3,74.4,97,15105,1123137,
500368,RUCHI SOYA  ,B ,Q,17.5,17.6,17.2,17.55,17.55,17.35,515,249852,4352042,
500372,SAMTEL COL  ,Z ,Q,0.61,0.61,0.61,0.61,0.61,0.64,11,75000,45750,
500378,JINDAL SAW  ,A ,Q,143,143.5,137.6,138.25,138.25,141.9,1008,132567,18604028,
500380,JK LAKSHMI  ,A ,Q,437.4,437.4,430.2,434.5,433.1,435.9,267,9482,4108648,
500387,SHREE CEMENT,A ,Q,17088,17137.85,16700,16861.35,16973.15,16954,156,294,4965571,
500388,SHREE KRISHN,XT,Q,36.55,36.55,36.55,36.55,36.55,37.9,1,100,3655,
500390,REL INFRA   ,A ,Q,470,472,455.2,457.65,457.65,467.25,2574,257322,118513779,
500399,STEELCO GUJ.,X ,Q,8.5,8.5,7.9,8.01,8.01,8.33,12,1031,8537,
500400,TATA POWER  ,A ,Q,85.3,86.8,85.3,85.8,85.8,85.8,725,217084,18660912,
500402,SPMLINFRA   ,B ,Q,109,115.5,109,113.85,114.95,116.1,56,2228,253310,
500403,SUNDARAM FAS,A ,Q,560.1,565.2,553.8,555.35,555.35,562.9,479,13493,7497127,
500404,SUNFLAG IRON,B ,Q,96.5,97.8,94,96.3,96.3,96.05,1739,243955,23329945,
500405,SUPREME PET ,B ,Q,361,362.9,355.2,359.85,360,355.3,162,5440,1955146,
500407,SWARAJ ENGIN,B ,Q,1930.05,1945.95,1930.05,1931.7,1937.5,1936.6,75,500,967927,
500408,TATA ELXSI  ,A ,Q,1050,1057,1035,1040,1036,1045.45,961,33452,34895259,
500410,ACC LTD     ,A ,Q,1651.1,1656.8,1623,1632.65,1632.65,1663.3,882,15205,24850409,
500411,THERMAX     ,A ,Q,1161.5,1177.15,1141.7,1171.6,1176,1165.8,182,1544,1788200,
500412,THIRUMALAI  ,B ,Q,2070,2070.5,2012,2028.4,2028.4,2053.2,590,8573,17514853,
500413,THOMAS COOK ,B ,Q,247.7,248.8,239,242.7,243.5,244.85,1069,863714,210255058,
500414,TIMEX GROUP ,XT,Q,53.05,54.9,51.35,52.1,53.25,53.65,53,20009,1046770,
500418,TOKYO PLAST ,B ,Q,109,111.95,107.05,108.3,108.1,109.8,19,490,53159,
500420,TORRENT PHAR,A ,Q,1374,1383,1323.3,1347.85,1355,1344.3,900,14937,20268400,
500422,TRANSCHEM   ,X ,Q,33.8,36.75,33.8,35.6,36.75,35.8,81,2264,79328,
500425,AMBUJA CEME ,A ,Q,258,260,250.1,252.05,252.05,262.3,3270,312665,78958920,
500426,UTLINDS     ,XT,Q,6.33,6.33,6.33,6.33,6.33,6.66,1,1,6,
500429,UNIPHOS ENT.,B ,Q,83,88,83,87.55,84.55,84.25,56,5274,445789,
500439,VARD HOLDNG ,B ,Q,4450,4504.65,4403,4410.75,4403,4581.85,26,53,235072,
500440,HINDALCO    ,A ,Q,247.1,249.7,242.1,244.7,244.7,246,2269,403207,99174815,
500444,WEST COAS PA,B ,Q,278.4,285.1,277,284.4,283.8,276.7,289,11562,3255428,
500449,HIND.ORG.CHM,B ,Q,24.9,24.9,23.55,23.85,23.55,24.3,139,35262,854221,
500450,MPIL CORP L ,X ,Q,255,255,237.5,237.5,237.5,250,10,80,19525,
500456,PAS.ACRYLON ,X ,Q,27.55,27.95,26.35,26.5,26.5,27.6,321,166981,4486222,
500459,PROCTER &GAM,A ,Q,9298,9350,9244.1,9341.1,9345,9316.65,95,488,4534633,
500460,MUKAND LTD. ,B ,Q,80,80,76.7,77.4,78,78.7,158,12117,944888,
500463,AGCNET      ,B ,Q,121,122,120,122,122,119.1,7,800,96901,
500464,UCAL FUEL   ,B ,Q,277,279.35,270.5,272.55,273,275.1,390,13884,3814545,
500467,HARR.MALAYAL,B ,Q,83.9,86,82.5,84.6,84.6,85.05,205,1434389,120768512,
500469,FEDERAL BANK,A ,Q,97.25,97.25,95.5,95.85,95.9,96.35,2123,588747,56719650,
500470,TATA STEEL  ,A ,Q,683,686.75,670.1,671.85,671.85,680.25,10054,655450,445237517,
500472,SKF INDIA   ,A ,Q,1825,1825,1800,1806.6,1801.1,1842.15,207,859,1553250,
500477,ASHOK LEYL. ,A ,Q,137.9,138.6,136.65,137.7,137.7,136.85,2997,832033,114489731,
500480,CUMMINS (I) ,A ,Q,827,828,803.75,809.15,809.15,821.15,498,11653,9484523,
500483,TATA COMM   ,A ,Q,636.5,651.7,634.4,648.4,649.9,635.4,638,12948,8370682,
500488,ABBOTT (I)  ,B ,Q,5822,5870,5783.95,5848.1,5870,5820.9,119,380,2214930,
500490,BAJ HOLD INV,A ,Q,2730.1,2750,2725.35,2728.5,2730,2754.35,114,591,1614820,
500493,BHARAT FORGE,A ,Q,772,776.7,764,772.55,772.55,768.1,2451,59513,45906293,
500495,ESCORTS LTD.,A ,Q,888,894,865.7,871.45,871.45,886.8,2309,147301,129432685,
500500,HIND.MOTORS ,T ,Q,9,9.32,8.86,8.92,8.92,9.32,150,54143,486057,
500510,LARSEN & TOU,A ,Q,1347.8,1355.5,1332.05,1337.8,1337.8,1339.2,4405,244092,326576770,
500520,MAH & MAH   ,A ,Q,741,742,732,739.45,739.45,735.65,2345,129181,95380531,
500530,BOSCH LTD   ,A ,Q,19200,19250,18990.3,19049.8,19010,19061.05,294,812,15482209,
500540,PREMIER LTD ,B ,Q,29,31.45,28.55,29.6,29.85,28.25,123,11964,359921,
500547,BHARAT PET. ,A ,Q,434.6,436.3,424.75,426.4,428,433,5889,715592,310215561,
500550,SIEMENS LTD.,A ,Q,1166.35,1180,1154.25,1164.25,1164.25,1174,470,10725,12500676,
500570,TATA MOTORS ,A ,Q,375,376.8,370.55,372.85,372.85,372.05,4653,365754,136529584,
500575,VOLTAS LTD  ,A ,Q,617.85,622.9,603.3,607,607,613.05,2384,133048,81663929,
500620,GREAT EASTE ,A ,Q,372,372.75,369,370,370,373.05,268,8793,3258086,
500645,DEEPAK FERT.,A ,Q,345.5,351.4,341,348.1,348.1,345.8,538,36619,12689571,
500650,EXCEL INDUST,B ,Q,890,920.35,866,885,884.95,883.6,636,7812,6961609,
500655,GARWARE POLY,X ,Q,173.8,175.5,170.4,172.4,172.4,175.5,47,4553,793398,
500660,GLAXOSMITH  ,A ,Q,2408,2455,2385.1,2394.9,2394.9,2397.6,342,1547,3734568,
500670,GUJ.NARMADA ,A ,Q,447.05,459,441.55,443.95,443.95,446.5,2738,161820,72818872,
500672,NOVARTIS    ,B ,Q,620,623.7,611.9,616.2,616.2,621.6,228,6553,4047700,
500674,SANOFI      ,A ,Q,4962.4,4967,4930.2,4951.55,4948.8,4908.8,36,136,673304,
500676,GLAXOSMITHKL,A ,Q,6750.3,6834,6700.25,6743.6,6777.4,6755.95,233,775,5251057,
500680,PFIZER LTD. ,A ,Q,2284,2284,2263,2269,2269,2285.8,153,1878,4262696,
500690,GUJ.ST.FERT ,A ,Q,132.75,133,130.2,130.7,130.7,131.15,1352,235854,31003410,
500696,HIND UNI LT ,A ,Q,1333,1372,1333,1343.45,1340.2,1333.65,1057,36168,48620371,
500710,AKZOINDIA   ,B ,Q,1762,1794.25,1760,1780.05,1777.15,1751.05,101,473,840339,
500730,NOCIL LTD   ,B ,Q,188,189.85,185.55,186.35,186.35,186.8,1041,143670,26953040,
500770,TATA CHEM.  ,A ,Q,714,715.4,695,704.3,704.3,711.3,678,30401,21497123,
500777,T.P.L.      ,B ,Q,70,70,62,62.6,62.6,61.7,922,127117,8041826,
500780,ZUARIGLOB   ,B ,Q,195.5,215,194.1,207.9,207.9,194.65,3107,153750,32236019,
500790,NESTLE (I)  ,A ,Q,7622.05,7789.9,7601.05,7761.2,7760,7615.5,946,4310,33386214,
500800,TATAGLOBAL  ,A ,Q,277.75,279.8,273.75,274.7,274.7,273.65,1903,297583,82374481,
500820,ASIAN PAINTS,A ,Q,1103.05,1112.95,1100.55,1110.2,1110.2,1106.25,872,35425,39248063,
